# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       197.04069    0.0074556003       2889.4863
2.750       201.06193    0.0076111535       3134.0815
2.750       205.08317    0.0073865995       3227.7870
2.750       209.10441    0.0072937595       3378.4014
2.750       213.12565    0.0072621013       3561.5554
2.750       217.14688    0.0062907809       3263.1394
2.750       221.16812    0.0063186663       3463.0860
2.750       225.18936    0.0070635950       4086.3886
2.750       229.21060    0.0065314216       3984.5756
2.750       233.23184    0.0060667473       3899.3271
2.750       237.25308    0.0051408074       3478.0607
2.750       241.27432    0.0061892170       4403.9182
2.750       245.29555    0.0052559716       3929.9977
2.750       249.31679    0.0059687126       4686.0350
2.750       253.33803    0.0051553039       4246.4470
2.750       257.35927    0.0051933507       4484.7409
2.750       265.40175    0.0051704228       4896.7468
2.750       273.44422    0.0054352764       5629.8673
2.750       281.48670    0.0035720754       4036.1242
2.750       289.52918    0.0033617513       4133.4516
2.750       297.57166    0.0038486927       5137.5751
2.750       305.61413    0.0032555979       4707.8359
2.750       313.65661    0.0051878037       8109.9304
2.750       321.69909    0.0030625042       5165.3106
2.750       329.74156    0.0037420674       6796.7759
2.750       337.78404    0.0030377655       5931.1908
2.750       345.82652    0.0033840615       7090.6066
2.750       353.86900    0.0022962204       5154.7947
2.750       361.91147    0.0021968871       5275.7602
2.750       369.95395    0.0024120005       6187.1502
2.750       377.99643    0.0022391211       6126.4787
2.750       386.03891    0.0023571608       6869.9359
2.750       394.08138    0.0025023805       7758.5643
2.750       402.12386    0.0025749530       8482.4066
2.750       410.16634    0.0022257747       7780.9300
2.750       418.20881    0.0017805969       6598.0472
2.750       426.25129    0.0021021616       8247.7120
2.750       434.29377    0.0019707372       8178.0503
2.750       442.33625    0.0016994754       7451.4832
2.750       450.37872    0.0022285768       10314.103
2.750       458.42120    0.0020185324       9851.4481
2.750       466.46368    0.0019706527       10132.902
2.750       474.50615    0.0017096537       9253.4556
2.750       482.54863    0.0018581347       10577.200
2.750       490.59111    0.0021906648       13104.040
2.750       498.63359    0.0014391984       9039.3149
2.750       506.67606    0.0017459722       11505.321
2.750       514.71854    0.0016450566       11364.767
2.500     0.015707963       1226.9061   0.00024090245
2.500     0.031415927       3033.5927    0.0047651562
2.500     0.047123890       1550.7772    0.0082213488
2.500     0.062831853       1320.0339     0.016588035
2.500     0.078539816       1016.5930     0.024950946
2.500     0.094247780       772.29421     0.032754156
2.500      0.10995574       622.82984     0.041946277
2.500      0.12566371       565.95755     0.056896259
2.500      0.14137167       415.70076     0.059502915
2.500      0.15707963       358.97184     0.070483957
2.500      0.17278760       310.57534     0.081166143
2.500      0.18849556       285.15472     0.096750717
2.500      0.20420352       254.35007      0.10972152
2.500      0.21991149       225.52046      0.12150662
2.500      0.23561945       195.49384      0.12954980
2.500      0.25132741       182.03160      0.14639850
2.500      0.26703538       158.61746      0.15301276
2.500      0.28274334       143.19661      0.16397594
2.500      0.29845130       127.74303      0.17203940
2.500      0.31415927       116.18303      0.18249987
2.500      0.32986723       107.17440      0.19488518
2.500      0.34557519       96.698470      0.20217038
2.500      0.36128316       91.711380      0.21909710
2.500      0.37699112       83.401794      0.22638050
2.500      0.39269908       78.057258      0.23947667
2.500      0.40840704       74.314430      0.25646203
2.500      0.42411501       68.750344      0.26570275
2.500      0.43982297       64.827303      0.27942286
2.500      0.45553093       60.642127      0.29040114
2.500      0.47123890       57.423986      0.30442968
2.500      0.48694686       52.861860      0.30921276
2.500      0.50265482       50.848098      0.32715574
2.500      0.51836279       47.892485      0.33793960
2.500      0.53407075       45.728749      0.35290349
2.500      0.54977871       43.720950      0.36806423
2.500      0.56548668       41.961887      0.38440799
2.500      0.58119464       39.552830      0.39338031
2.500      0.59690260       37.473623      0.40374426
2.500      0.61261057       35.890164      0.41802201
2.500      0.62831853       34.305303      0.43109316
2.500      0.64402649       32.758352      0.44330589
2.500      0.65973446       30.982330      0.45070445
2.500      0.67544242       30.420791      0.47490392
2.500      0.69115038       29.146724      0.48750342
2.500      0.70685835       28.463498      0.50927891
2.500      0.72256631       26.635914      0.50906237
2.500      0.73827427       26.183105      0.53375826
2.500      0.75398224       25.151203      0.54615054
2.500      0.76969020       24.570762      0.56759264
2.500      0.78539816       23.523956      0.57736476
2.500      0.80110613       22.722437      0.59182775
2.500      0.81681409       22.034769      0.60834287
2.500      0.83252205       21.263305      0.62156746
2.500      0.84823002       20.576621      0.63618765
2.500      0.86393798       20.039004      0.65462726
2.500      0.87964594       19.323507      0.66631550
2.500      0.89535391       18.774780      0.68269908
2.500      0.91106187       18.443488      0.70657281
2.500      0.92676983       17.727708      0.71488885
2.500      0.94247780       17.156675      0.72764033
2.500      0.95818576       16.680958      0.74343053
2.500      0.97389372       16.457619      0.77014405
2.500      0.98960169       15.961175      0.78363964
2.500       1.0053096       15.542068      0.79997905
2.500       1.0367256       15.052488      0.84970853
2.500       1.0681415       13.889250      0.85750254
2.500       1.0995574       13.485223      0.90820136
2.500       1.1309734       12.576324      0.92168195
2.500       1.1623893       12.124630      0.96470280
2.500       1.1938052       11.764052       1.0139758
2.500       1.2252211       11.316936       1.0544903
2.500       1.2566371       10.908949       1.0966872
2.500       1.2880530       10.371817       1.1228617
2.500       1.3194689       9.9709453       1.1603903
2.500       1.3508848       9.7996802       1.2238752
2.500       1.3823008       9.3738397       1.2542827
2.500       1.4137167       9.2198570       1.3197194
2.500       1.4451326       8.6765975       1.3266086
2.500       1.4765485       8.4062662       1.3709341
2.500       1.5079645       8.2403350       1.4314905
2.500       1.5393804       7.9316783       1.4657949
2.500       1.5707963       7.7666000       1.5249683
2.500       1.6022123       7.4750005       1.5575487
2.500       1.6336282       7.2146768       1.5934806
2.500       1.6650441       7.0180800       1.6412162
2.500       1.6964600       6.8929624       1.7049320
2.500       1.7278760       6.7677380       1.7686890
2.500       1.7592919       6.4529520       1.7800918
2.500       1.7907078       6.4312978       1.8708676
2.500       1.8221237       6.2238974       1.9075076
2.500       1.8535397       6.0909909       1.9650059
2.500       1.8849556       5.9107879       2.0054831
2.500       1.9163715       5.7844607       2.0623969
2.500       1.9477874       5.6374705       2.1104702
2.500       1.9792034       5.4797116       2.1522823
2.500       2.0106193       5.3988766       2.2231215
2.500       2.0734512       5.0869915       2.2972735
2.500       2.1362830       4.9689230       2.4541940
2.500       2.1991149       4.7488936       2.5586238
2.500       2.2619467       4.5347730       2.6587219
2.500       2.3247786       4.4453303       2.8295611
2.500       2.3876104       4.1618658       2.8697808
2.500       2.4504423       3.9833280       2.9692704
2.500       2.5132741       3.9248974       3.1565898
2.500       2.5761060       3.8117844       3.3013362
2.500       2.6389378       3.6372062       3.3863017
2.500       2.7017697       3.5512739       3.5481290
2.500       2.7646015       3.4486206       3.6915887
2.500       2.8274334       3.3541589       3.8408827
2.500       2.8902652       3.2621252       3.9901019
2.500       2.9530971       3.1331031       4.0876916
2.500       3.0159289       3.0910975       4.2958220
2.500       3.0787608       2.9566570       4.3711837
2.500       3.1415927       2.9373016       4.6139026
2.500       3.2044245       2.8483152       4.7479752
2.500       3.2672564       2.7595842       4.8759984
2.500       3.3300882       2.6823322       5.0182238
2.500       3.3929201       2.6044329       5.1535241
2.500       3.4557519       2.5269292       5.2831264
2.500       3.5185838       2.4713428       5.4538970
2.500       3.5814156       2.4437285       5.6870544
2.500       3.6442475       2.3950821       5.8723814
2.500       3.7070793       2.3147366       5.9740311
2.500       3.7699112       2.2747832       6.1745261
2.500       3.8327430       2.2015352       6.2794992
2.500       3.8955749       2.1522215       6.4457269
2.500       3.9584067       2.1043197       6.6121582
2.500       4.0212386       2.0752307       6.8362222
2.500       4.1469023       1.9885965       7.1843641
2.500       4.2725660       1.9440299       7.6813852
