# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       180.95574    0.0096555480       2898.4396
2.750       184.97698    0.0088153085       2826.5769
2.750       188.99821    0.0087325893       2986.6642
2.750       193.01945    0.0084383459       3074.1908
2.750       197.04069    0.0084388354       3270.5481
2.750       201.06193    0.0081815282       3368.9474
2.750       205.08317    0.0081920144       3579.7362
2.750       209.10441    0.0074702671       3460.1581
2.750       213.12565    0.0071946431       3528.4718
2.750       217.14688    0.0075301845       3906.0399
2.750       221.16812    0.0069970287       3834.8776
2.750       225.18936    0.0066842422       3866.9276
2.750       229.21060    0.0064652169       3944.1866
2.750       233.23184    0.0066886241       4299.0308
2.750       237.25308    0.0061646090       4170.7231
2.750       241.27432    0.0067496849       4802.7174
2.750       245.29555    0.0060547937       4527.2934
2.750       249.31679    0.0064542050       5067.1949
2.750       253.33803    0.0059661927       4914.3797
2.750       257.35927    0.0058736560       5072.2215
2.750       265.40175    0.0047928272       4539.1377
2.750       273.44422    0.0043969593       4554.3769
2.750       281.48670    0.0053503050       6045.3639
2.750       289.52918    0.0048457320       5958.0846
2.750       297.57166    0.0034546264       4611.5405
2.750       305.61413    0.0033485869       4842.3050
2.750       313.65661    0.0037931339       5929.6870
2.750       321.69909    0.0033959920       5727.7811
2.750       329.74156    0.0038018067       6905.2813
2.750       337.78404    0.0029618718       5783.0093
2.750       345.82652    0.0032576607       6825.7597
2.750       353.86900    0.0025794596       5790.6395
2.750       361.91147    0.0021895313       5258.0955
2.750       369.95395    0.0023791136       6102.7903
2.750       377.99643    0.0021783069       5960.0846
2.750       386.03891    0.0024049711       7009.2789
2.750       394.08138    0.0021209258       6575.8741
2.750       402.12386    0.0024050066       7922.5695
2.750       410.16634    0.0024130254       8435.5263
2.750       418.20881    0.0022353359       8283.0941
2.750       426.25129    0.0021114650       8284.2133
2.750       434.29377    0.0016738114       6945.8850
2.750       442.33625    0.0017588251       7711.7067
2.750       450.37872    0.0021107723       9768.8905
2.750       458.42120    0.0015626898       7626.7078
2.750       466.46368    0.0015310790       7872.6575
2.750       474.50615    0.0019869317       10754.216
2.750       482.54863    0.0020016285       11394.020
2.750       490.59111    0.0022526731       13474.959
2.750       498.63359    0.0018271642       11476.049
2.750       506.67606    0.0015594028       10275.897
2.750       514.71854    0.0018174621       12555.819
2.500     0.015707963       1415.5244   0.00027793756
2.500     0.031415927       3346.6334    0.0052568794
2.500     0.047123890       1694.4060    0.0089827879
2.500     0.062831853       1443.0478     0.018133873
2.500     0.078539816       1074.6567     0.026376044
2.500     0.094247780       804.71704     0.034129258
2.500      0.10995574       661.23298     0.044532648
2.500      0.12566371       599.00950     0.060219003
2.500      0.14137167       427.57133     0.061202053
2.500      0.15707963       368.49613     0.072354047
2.500      0.17278760       326.08136     0.085218507
2.500      0.18849556       297.16899      0.10082706
2.500      0.20420352       258.64310      0.11157345
2.500      0.21991149       230.12222      0.12398597
2.500      0.23561945       202.32187      0.13407460
2.500      0.25132741       187.87056      0.15109447
2.500      0.26703538       161.32807      0.15562759
2.500      0.28274334       146.04019      0.16723216
2.500      0.29845130       131.19279      0.17668539
2.500      0.31415927       119.09230      0.18706975
2.500      0.32986723       109.05505      0.19830495
2.500      0.34557519       98.311510      0.20554282
2.500      0.36128316       93.635446      0.22369366
2.500      0.37699112       85.069877      0.23090823
2.500      0.39269908       79.311874      0.24332578
2.500      0.40840704       75.482454      0.26049293
2.500      0.42411501       69.875163      0.27004990
2.500      0.43982297       65.793154      0.28358594
2.500      0.45553093       61.659808      0.29527458
2.500      0.47123890       58.317659      0.30916743
2.500      0.48694686       53.651788      0.31383341
2.500      0.50265482       51.586650      0.33190757
2.500      0.51836279       48.592729      0.34288067
2.500      0.53407075       46.353143      0.35772215
2.500      0.54977871       44.350294      0.37336235
2.500      0.56548668       42.502967      0.38936476
2.500      0.58119464       40.146581      0.39928558
2.500      0.59690260       37.956327      0.40894496
2.500      0.61261057       36.357529      0.42346554
2.500      0.62831853       34.778802      0.43704332
2.500      0.64402649       33.199748      0.44927913
2.500      0.65973446       31.389754      0.45663129
2.500      0.67544242       30.825326      0.48121919
2.500      0.69115038       29.511424      0.49360333
2.500      0.70685835       28.794768      0.51520612
2.500      0.72256631       26.994130      0.51590854
2.500      0.73827427       26.515733      0.54053909
2.500      0.75398224       25.471920      0.55311481
2.500      0.76969020       24.870853      0.57452484
2.500      0.78539816       23.822635      0.58469543
2.500      0.80110613       22.980839      0.59855808
2.500      0.81681409       22.303949      0.61577447
2.500      0.83252205       21.503592      0.62859150
2.500      0.84823002       20.789037      0.64275510
2.500      0.86393798       20.276926      0.66239961
2.500      0.87964594       19.560509      0.67448782
2.500      0.89535391       18.977482      0.69006983
2.500      0.91106187       18.653221      0.71460773
2.500      0.92676983       17.941098      0.72349402
2.500      0.94247780       17.363440      0.73640953
2.500      0.95818576       16.846617      0.75081355
2.500      0.97389372       16.638953      0.77862970
2.500      0.98960169       16.122439      0.79155717
2.500       1.0053096       15.725816      0.80943689
2.500       1.0367256       15.218143      0.85905974
2.500       1.0681415       14.034676      0.86648096
2.500       1.0995574       13.620912      0.91733971
2.500       1.1309734       12.696122      0.93046160
2.500       1.1623893       12.251714      0.97481432
2.500       1.1938052       11.865492       1.0227192
2.500       1.2252211       11.398416       1.0620824
2.500       1.2566371       11.026545       1.1085092
2.500       1.2880530       10.460864       1.1325021
2.500       1.3194689       10.082780       1.1734053
2.500       1.3508848       9.8616276       1.2316118
2.500       1.3823008       9.4606098       1.2658931
2.500       1.4137167       9.2995903       1.3311323
2.500       1.4451326       8.7546027       1.3385353
2.500       1.4765485       8.4984809       1.3859730
2.500       1.5079645       8.2881464       1.4397961
2.500       1.5393804       7.9914093       1.4768334
2.500       1.5707963       7.8055431       1.5326148
2.500       1.6022123       7.5644017       1.5761770
2.500       1.6336282       7.2804986       1.6080185
2.500       1.6650441       7.0744242       1.6543926
2.500       1.6964600       6.9334455       1.7149453
2.500       1.7278760       6.8096062       1.7796309
2.500       1.7592919       6.4953104       1.7917766
2.500       1.7907078       6.4645246       1.8805333
2.500       1.8221237       6.2722288       1.9223203
2.500       1.8535397       6.1338133       1.9788208
2.500       1.8849556       5.9588796       2.0218002
2.500       1.9163715       5.8361164       2.0808143
2.500       1.9477874       5.6584682       2.1183310
2.500       1.9792034       5.5148691       2.1660912
2.500       2.0106193       5.4435591       2.2415206
2.500       2.0734512       5.1330014       2.3180514
2.500       2.1362830       4.9766020       2.4579867
2.500       2.1991149       4.7883702       2.5798931
2.500       2.2619467       4.5674927       2.6779054
2.500       2.3247786       4.4468008       2.8304971
2.500       2.3876104       4.1822682       2.8838491
2.500       2.4504423       3.9833532       2.9692892
2.500       2.5132741       3.9316942       3.1620561
2.500       2.5761060       3.8395432       3.3253778
2.500       2.6389378       3.6493345       3.3975934
2.500       2.7017697       3.5613467       3.5581929
2.500       2.7646015       3.4488187       3.6918008
2.500       2.8274334       3.3697999       3.8587934
2.500       2.8902652       3.2712286       4.0012368
2.500       2.9530971       3.1514813       4.1116693
2.500       3.0159289       3.0957622       4.3023047
2.500       3.0787608       2.9621150       4.3792528
2.500       3.1415927       2.9339035       4.6085648
2.500       3.2044245       2.8578209       4.7638206
2.500       3.2672564       2.7714425       4.8969510
2.500       3.3300882       2.6969766       5.0456213
2.500       3.3929201       2.6105212       5.1655714
2.500       3.4557519       2.5475172       5.3261704
2.500       3.5185838       2.4739190       5.4595823
2.500       3.5814156       2.4561274       5.7159092
2.500       3.6442475       2.3982157       5.8800645
2.500       3.7070793       2.3276861       6.0074521
2.500       3.7699112       2.2682255       6.1567263
2.500       3.8327430       2.1996743       6.2741911
2.500       3.8955749       2.1551347       6.4544515
2.500       3.9584067       2.1200362       6.6615422
2.500       4.0212386       2.0830329       6.8619243
2.500       4.1469023       1.9891221       7.1862630
2.500       4.2725660       1.9389759       7.6614155
